lon (deg E),lat (deg N)
-107.329,33.431
-106.259,33.538
-105.187,33.635
-104.112,33.720
-103.035,33.796
-101.956,33.860
-100.876,33.914
-99.794,33.957
-98.711,33.989
-97.627,34.011
-96.542,34.022
-95.458,34.022
-94.373,34.011
-93.289,33.989
-92.206,33.957
-91.124,33.914
-90.044,33.860
-88.965,33.796
-87.888,33.720
-86.813,33.635
-85.741,33.538
-84.671,33.431
-83.605,33.314
-82.543,33.186
-81.484,33.048
-80.429,32.899
-117.021,32.881
-115.978,33.083
-114.930,33.274
-113.877,33.456
-112.819,33.627
-111.756,33.788
-110.689,33.939
-109.618,34.079
-108.542,34.208
-107.464,34.327
-106.382,34.435
-105.297,34.533
-104.210,34.620
-103.120,34.696
-102.028,34.761
-100.934,34.816
-99.839,34.860
-98.743,34.892
-97.646,34.914
-96.549,34.925
-95.451,34.925
-94.354,34.914
-93.257,34.892
-92.161,34.860
-91.066,34.816
-89.972,34.761
-88.880,34.696
-87.790,34.620
-86.703,34.533
-85.618,34.435
-84.536,34.327
-83.458,34.208
-82.382,34.079
-81.311,33.939
-80.244,33.788
-79.181,33.627
-117.268,33.759
-116.214,33.963
-115.155,34.157
-114.090,34.341
-113.019,34.515
-111.945,34.678
-110.865,34.830
-109.781,34.972
-108.694,35.103
-107.603,35.224
-106.508,35.333
-105.410,35.432
-104.310,35.520
-103.207,35.598
-102.102,35.664
-100.995,35.719
-99.886,35.763
-98.777,35.796
-97.666,35.818
-96.556,35.829
-95.444,35.829
-94.334,35.818
-93.223,35.796
-92.114,35.763
-91.005,35.719
-89.898,35.664
-88.793,35.598
-87.690,35.520
-86.590,35.432
-85.492,35.333
-84.397,35.224
-83.306,35.103
-82.219,34.972
-81.135,34.830
-80.055,34.678
-78.981,34.515
-77.910,34.341
-118.582,34.420
-117.522,34.637
-116.456,34.844
-115.385,35.041
-114.307,35.227
-113.225,35.403
-112.138,35.568
-111.046,35.722
-109.949,35.866
-108.849,35.999
-107.745,36.121
-106.637,36.232
-105.526,36.332
-104.412,36.421
-103.295,36.500
-102.177,36.567
-101.056,36.623
-99.934,36.667
-98.811,36.701
-97.687,36.723
-96.562,36.735
-95.438,36.735
-94.313,36.723
-93.189,36.701
-92.066,36.667
-90.944,36.623
-89.823,36.567
-88.705,36.500
-87.588,36.421
-86.474,36.332
-85.363,36.232
-84.255,36.121
-83.151,35.999
-82.051,35.866
-80.954,35.722
-79.862,35.568
-78.775,35.403
-77.693,35.227
-119.918,35.066
-118.853,35.296
-117.782,35.516
-116.704,35.725
-115.620,35.924
-114.531,36.113
-113.436,36.291
-112.336,36.458
-111.231,36.615
-110.121,36.760
-109.008,36.895
-107.890,37.018
-106.769,37.131
-105.644,37.233
-104.517,37.323
-103.387,37.402
-102.254,37.470
-101.120,37.527
-99.984,37.572
-98.846,37.606
-97.708,37.629
-96.569,37.640
-95.431,37.640
-94.292,37.629
-93.154,37.606
-92.016,37.572
-90.880,37.527
-89.746,37.470
-88.613,37.402
-87.483,37.323
-86.356,37.233
-85.231,37.131
-84.110,37.018
-82.992,36.895
-81.879,36.760
-80.769,36.615
-79.664,36.458
-78.564,36.291
-77.469,36.113
-76.380,35.924
-121.278,35.695
-120.208,35.939
-119.131,36.172
-118.047,36.394
-116.957,36.607
-115.861,36.808
-114.759,36.999
-113.652,37.179
-112.539,37.349
-111.421,37.507
-110.298,37.655
-109.171,37.791
-108.039,37.916
-106.904,38.030
-105.766,38.133
-104.624,38.225
-103.480,38.305
-102.333,38.373
-101.184,38.431
-100.034,38.477
-98.882,38.511
-97.730,38.534
-96.577,38.546
-95.423,38.546
-94.270,38.534
-93.118,38.511
-91.966,38.477
-90.816,38.431
-89.667,38.373
-88.520,38.305
-87.376,38.225
-86.234,38.133
-85.096,38.030
-83.961,37.916
-82.829,37.791
-81.702,37.655
-80.579,37.507
-79.461,37.349
-78.348,37.179
-77.241,36.999
-76.139,36.808
-121.586,36.565
-120.504,36.812
-119.415,37.048
-118.320,37.273
-117.217,37.488
-116.108,37.692
-114.993,37.885
-113.873,38.068
-112.746,38.239
-111.615,38.400
-110.478,38.549
-109.337,38.687
-108.192,38.814
-107.043,38.929
-105.890,39.034
-104.734,39.126
-103.576,39.207
-102.414,39.277
-101.251,39.335
-100.086,39.382
-98.919,39.416
-97.752,39.440
-96.584,39.451
-95.416,39.451
-94.248,39.440
-93.081,39.416
-91.914,39.382
-90.749,39.335
-89.586,39.277
-88.424,39.207
-87.266,39.126
-86.110,39.034
-84.957,38.929
-83.808,38.814
-82.663,38.687
-81.522,38.549
-80.385,38.400
-79.254,38.239
-78.127,38.068
-77.007,37.885
-121.901,37.435
-120.808,37.684
-119.707,37.923
-118.598,38.151
-117.483,38.369
-116.362,38.575
-115.234,38.771
-114.099,38.956
-112.960,39.130
-111.814,39.292
-110.664,39.443
-109.509,39.583
-108.349,39.711
-107.185,39.828
-106.018,39.934
-104.847,40.028
-103.674,40.110
-102.498,40.180
-101.319,40.239
-100.139,40.286
-98.957,40.321
-97.775,40.345
-96.592,40.357
-95.408,40.357
-94.225,40.345
-93.043,40.321
-91.861,40.286
-90.681,40.239
-89.502,40.180
-88.326,40.110
-87.153,40.028
-85.982,39.934
-84.815,39.828
-83.651,39.711
-82.491,39.583
-81.336,39.443
-80.186,39.292
-79.040,39.130
-77.901,38.956
-76.766,38.771
-75.638,38.575
-122.225,38.303
-121.119,38.556
-120.005,38.798
-118.884,39.029
-117.756,39.249
-116.621,39.458
-115.480,39.656
-114.332,39.843
-113.178,40.019
-112.019,40.184
-110.854,40.337
-109.684,40.478
-108.510,40.608
-107.331,40.727
-106.149,40.833
-104.963,40.928
-103.775,41.012
-102.583,41.083
-101.389,41.143
-100.194,41.190
-98.996,41.226
-97.798,41.250
-96.599,41.262
-95.401,41.262
-94.202,41.250
-93.004,41.226
-91.806,41.190
-90.611,41.143
-89.417,41.083
-88.225,41.012
-87.037,40.928
-85.851,40.833
-84.669,40.727
-83.490,40.608
-82.316,40.478
-81.146,40.337
-79.981,40.184
-78.822,40.019
-77.668,39.843
-76.520,39.656
-75.379,39.458
-123.666,38.905
-122.556,39.171
-121.437,39.427
-120.311,39.671
-119.177,39.905
-118.036,40.128
-116.887,40.340
-115.732,40.541
-114.570,40.730
-113.402,40.908
-112.228,41.075
-111.049,41.230
-109.864,41.373
-108.675,41.504
-107.481,41.624
-106.284,41.732
-105.082,41.829
-103.878,41.913
-102.671,41.985
-101.461,42.045
-100.250,42.094
-99.036,42.130
-97.822,42.154
-96.608,42.166
-95.392,42.166
-94.178,42.154
-92.964,42.130
-91.750,42.094
-90.539,42.045
-89.329,41.985
-88.122,41.913
-85.716,41.732
-84.519,41.624
-83.325,41.504
-82.136,41.373
-80.951,41.230
-79.772,41.075
-78.598,40.908
-77.430,40.730
-76.268,40.541
-75.113,40.340
-122.895,40.038
-121.764,40.296
-120.625,40.544
-119.478,40.781
-118.323,41.007
-117.160,41.221
-115.991,41.424
-114.815,41.616
-113.632,41.796
-112.443,41.964
-111.249,42.121
-110.049,42.266
-108.845,42.400
-107.635,42.521
-106.422,42.630
-105.205,42.728
-103.984,42.813
-102.761,42.886
-101.535,42.947
-100.307,42.996
-99.078,43.033
-97.847,43.057
-96.616,43.070
-95.384,43.070
-94.153,43.057
-92.922,43.033
-91.693,42.996
-90.465,42.947
-89.239,42.886
-88.016,42.813
-85.578,42.630
-84.365,42.521
-83.155,42.400
-80.751,42.121
-79.557,41.964
-78.368,41.796
-77.185,41.616
-76.009,41.424
-74.840,41.221
-73.677,41.007
-123.243,40.903
-122.099,41.165
-120.947,41.416
-119.786,41.655
-118.617,41.884
-117.440,42.101
-116.257,42.306
-115.066,42.500
-113.868,42.683
-112.664,42.853
-111.455,43.012
-110.239,43.159
-109.019,43.294
-107.793,43.416
-106.564,43.527
-105.330,43.626
-104.093,43.712
-102.853,43.786
-101.611,43.848
-100.366,43.897
-99.120,43.935
-97.872,43.959
-96.624,43.972
-95.376,43.972
-94.128,43.959
-92.880,43.935
-91.634,43.897
-90.389,43.848
-89.147,43.786
-87.907,43.712
-85.436,43.527
-84.207,43.416
-82.981,43.294
-78.132,42.683
-76.934,42.500
-75.743,42.306
-74.560,42.101
-73.383,41.884
-72.214,41.655
-123.600,41.767
-122.442,42.032
-121.276,42.286
-120.102,42.528
-118.919,42.759
-117.728,42.979
-116.529,43.187
-115.323,43.383
-114.111,43.568
-112.891,43.740
-111.666,43.901
-110.434,44.050
-109.197,44.186
-107.956,44.311
-106.710,44.423
-105.459,44.522
-104.205,44.610
-102.948,44.685
-101.689,44.747
-100.427,44.797
-99.163,44.835
-97.898,44.860
-96.633,44.873
-95.367,44.873
-94.102,44.860
-92.837,44.835
-91.573,44.797
-90.311,44.747
-89.052,44.685
-87.795,44.610
-85.290,44.423
-84.044,44.311
-75.471,43.187
-74.272,42.979
-73.081,42.759
-71.898,42.528
-123.965,42.629
-122.795,42.897
-121.615,43.154
-120.426,43.399
-119.229,43.633
-118.023,43.855
-116.809,44.066
-115.588,44.264
-114.360,44.451
-113.124,44.626
-111.882,44.789
-110.635,44.939
-109.381,45.077
-108.123,45.203
-106.859,45.316
-105.592,45.417
-104.321,45.506
-103.046,45.582
-101.769,45.645
-100.489,45.696
-99.208,45.734
-97.925,45.759
-96.642,45.772
-95.358,45.772
-94.075,45.759
-92.792,45.734
-91.511,45.696
-90.231,45.645
-88.954,45.582
-87.679,45.506
-85.141,45.316
-83.877,45.203
-75.191,44.066
-73.977,43.855
-72.771,43.633
-71.574,43.399
-123.156,43.760
-121.963,44.020
-120.759,44.268
-119.547,44.505
-118.326,44.730
-117.097,44.943
-115.860,45.144
-114.615,45.333
-113.364,45.509
-112.105,45.674
-110.841,45.826
-109.570,45.966
-108.294,46.093
-107.013,46.208
-105.728,46.310
-104.439,46.400
-103.147,46.477
-101.851,46.541
-100.553,46.592
-99.254,46.631
-97.953,46.656
-96.651,46.669
-95.349,46.669
-94.047,46.656
-92.746,46.631
-91.447,46.592
-90.149,46.541
-88.853,46.477
-87.561,46.400
-86.272,46.310
-84.987,46.208
-83.706,46.093
-74.903,44.943
-73.674,44.730
-72.453,44.505
-71.241,44.268
-70.037,44.020
-123.528,44.621
-122.319,44.884
-121.101,45.135
-119.874,45.374
-118.638,45.602
-117.393,45.817
-116.139,46.021
-114.878,46.212
-113.610,46.391
-112.334,46.557
-111.052,46.711
-109.764,46.853
-108.471,46.982
-107.172,47.098
-105.869,47.201
-104.561,47.292
-103.250,47.370
-101.936,47.434
-100.620,47.486
-99.301,47.525
-97.981,47.551
-96.660,47.564
-95.340,47.564
-94.019,47.551
-92.699,47.525
-91.380,47.486
-70.899,45.135
-69.681,44.884
-123.909,45.479
-122.686,45.745
-121.453,45.999
-120.210,46.241
-118.958,46.471
-117.696,46.689
-116.427,46.895
-115.149,47.089
-113.863,47.270
-112.570,47.438
-111.270,47.594
-109.964,47.737
-108.652,47.868
-107.335,47.985
-106.013,48.090
-104.687,48.181
-103.357,48.260
-102.023,48.326
-100.688,48.378
-99.350,48.418
-98.010,48.444
-96.670,48.457
-95.330,48.457
-93.990,48.444
-92.650,48.418
-69.314,45.745
-68.091,45.479
-123.062,46.603
-121.814,46.860
-120.555,47.105
-119.287,47.338
-118.009,47.559
-116.722,47.767
-115.427,47.963
-114.124,48.146
-112.813,48.316
-111.495,48.474
-110.170,48.619
-108.839,48.751
-107.503,48.870
-106.162,48.976
-68.938,46.603
-123.449,47.459
-122.185,47.719
-120.910,47.967
-119.625,48.202
-118.330,48.425
-117.026,48.636
-115.713,48.834
-121.275,48.825
